arm,path,user,partner,shape,give,receive,give_ids,receive_ids,basis,admit_metric,cons_give,cons_recv,gain_user,gain_partner,killed,first_rule,all_failing_rules,n_failing,unique_kill_rule
B,consensus,gdubs10,bsharp3,1x1,2028 2nd,Tank Dell,1312140920132497408_2028_2_9,9502,consensus,15.4,438.2,453.6,15.4,-15.4,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,2026 3.02 (from Shark357),Tank Dell,1312140920132497408_2026_3_3,9502,consensus,47.0,406.6,453.6,47.0,-47.0,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,Dontayvion Wicks,Tank Dell,9486,9502,consensus,133.9,319.7,453.6,133.9,-133.9,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,Greg Dulcich,Tank Dell,8172,9502,consensus,162.9,290.7,453.6,162.9,-162.9,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,Tua Tagovailoa,Tank Dell,6768,9502,consensus,174.9,278.7,453.6,174.9,-174.9,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,Sean Tucker,Tank Dell,9506,9502,consensus,183.5,270.1,453.6,183.5,-183.5,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,Michael Mayer,Tank Dell,9482,9502,consensus,190.4,263.2,453.6,190.4,-190.4,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,Tez Johnson,Tank Dell,12485,9502,consensus,197.1,256.5,453.6,197.1,-197.1,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,Brashard Smith,Tank Dell,12455,9502,consensus,218.1,235.5,453.6,218.1,-218.1,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,Kendre Miller,Tank Dell,9757,9502,consensus,221.4,232.2,453.6,221.4,-221.4,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,Keenan Allen,Tank Dell,1479,9502,consensus,221.8,231.8,453.6,221.8,-221.8,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,2028 2nd,AJ Barner,1312140920132497408_2028_2_9,11603,consensus,14.5,438.2,452.7,14.5,-14.5,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,2026 3.02 (from Shark357),AJ Barner,1312140920132497408_2026_3_3,11603,consensus,46.1,406.6,452.7,46.1,-46.1,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,Dontayvion Wicks,AJ Barner,9486,11603,consensus,133.0,319.7,452.7,133.0,-133.0,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,Greg Dulcich,AJ Barner,8172,11603,consensus,162.0,290.7,452.7,162.0,-162.0,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,Tua Tagovailoa,AJ Barner,6768,11603,consensus,174.0,278.7,452.7,174.0,-174.0,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,Sean Tucker,AJ Barner,9506,11603,consensus,182.6,270.1,452.7,182.6,-182.6,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,Michael Mayer,AJ Barner,9482,11603,consensus,189.5,263.2,452.7,189.5,-189.5,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,Tez Johnson,AJ Barner,12485,11603,consensus,196.2,256.5,452.7,196.2,-196.2,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,Brashard Smith,AJ Barner,12455,11603,consensus,217.2,235.5,452.7,217.2,-217.2,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,Kendre Miller,AJ Barner,9757,11603,consensus,220.5,232.2,452.7,220.5,-220.5,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,Keenan Allen,AJ Barner,1479,11603,consensus,220.9,231.8,452.7,220.9,-220.9,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,Dontayvion Wicks,2028 2nd,9486,1312140920132497408_2028_2_8,consensus,118.5,319.7,438.2,118.5,-118.5,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,Greg Dulcich,2028 2nd,8172,1312140920132497408_2028_2_8,consensus,147.5,290.7,438.2,147.5,-147.5,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,Tua Tagovailoa,2028 2nd,6768,1312140920132497408_2028_2_8,consensus,159.5,278.7,438.2,159.5,-159.5,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,Sean Tucker,2028 2nd,9506,1312140920132497408_2028_2_8,consensus,168.1,270.1,438.2,168.1,-168.1,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,Michael Mayer,2028 2nd,9482,1312140920132497408_2028_2_8,consensus,175.0,263.2,438.2,175.0,-175.0,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,Tez Johnson,2028 2nd,12485,1312140920132497408_2028_2_8,consensus,181.7,256.5,438.2,181.7,-181.7,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,Kendre Miller,2028 2nd,9757,1312140920132497408_2028_2_8,consensus,206.0,232.2,438.2,206.0,-206.0,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,Keenan Allen,2028 2nd,1479,1312140920132497408_2028_2_8,consensus,206.4,231.8,438.2,206.4,-206.4,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,Phil Mafah,2028 2nd,12738,1312140920132497408_2028_2_8,consensus,212.2,226.0,438.2,212.2,-212.2,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,Greg Dulcich,2027 3rd,8172,1312140920132497408_2027_3_8,consensus,54.9,290.7,345.6,54.9,-54.9,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,Tua Tagovailoa,2027 3rd,6768,1312140920132497408_2027_3_8,consensus,66.9,278.7,345.6,66.9,-66.9,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,Sean Tucker,2027 3rd,9506,1312140920132497408_2027_3_8,consensus,75.5,270.1,345.6,75.5,-75.5,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,Michael Mayer,2027 3rd,9482,1312140920132497408_2027_3_8,consensus,82.4,263.2,345.6,82.4,-82.4,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,Tez Johnson,2027 3rd,12485,1312140920132497408_2027_3_8,consensus,89.1,256.5,345.6,89.1,-89.1,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,Keenan Allen,2027 3rd,1479,1312140920132497408_2027_3_8,consensus,113.8,231.8,345.6,113.8,-113.8,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,Phil Mafah,2027 3rd,12738,1312140920132497408_2027_3_8,consensus,119.6,226.0,345.6,119.6,-119.6,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,Greg Dulcich,Malik Washington,8172,11610,consensus,48.7,290.7,339.4,48.7,-48.7,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,Tua Tagovailoa,Malik Washington,6768,11610,consensus,60.7,278.7,339.4,60.7,-60.7,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,Sean Tucker,Malik Washington,9506,11610,consensus,69.3,270.1,339.4,69.3,-69.3,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,Michael Mayer,Malik Washington,9482,11610,consensus,76.2,263.2,339.4,76.2,-76.2,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,Tez Johnson,Malik Washington,12485,11610,consensus,82.9,256.5,339.4,82.9,-82.9,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,Keenan Allen,Malik Washington,1479,11610,consensus,107.6,231.8,339.4,107.6,-107.6,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,Phil Mafah,Malik Washington,12738,11610,consensus,113.4,226.0,339.4,113.4,-113.4,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,Tua Tagovailoa,Keon Coleman,6768,11637,consensus,12.9,278.7,291.6,12.9,-12.9,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,Sean Tucker,Keon Coleman,9506,11637,consensus,21.5,270.1,291.6,21.5,-21.5,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,Michael Mayer,Keon Coleman,9482,11637,consensus,28.4,263.2,291.6,28.4,-28.4,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,Tez Johnson,Keon Coleman,12485,11637,consensus,35.1,256.5,291.6,35.1,-35.1,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,Keenan Allen,Keon Coleman,1479,11637,consensus,59.8,231.8,291.6,59.8,-59.8,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,Phil Mafah,Keon Coleman,12738,11637,consensus,65.6,226.0,291.6,65.6,-65.6,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,Sean Tucker,Ollie Gordon,9506,12495,consensus,8.2,270.1,278.3,8.2,-8.2,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,Michael Mayer,Ollie Gordon,9482,12495,consensus,15.1,263.2,278.3,15.1,-15.1,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,Tez Johnson,Ollie Gordon,12485,12495,consensus,21.8,256.5,278.3,21.8,-21.8,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,Keenan Allen,Ollie Gordon,1479,12495,consensus,46.5,231.8,278.3,46.5,-46.5,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,Phil Mafah,Ollie Gordon,12738,12495,consensus,52.3,226.0,278.3,52.3,-52.3,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,Sean Tucker,Alvin Kamara,9506,4035,consensus,1.6,270.1,271.7,1.6,-1.6,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,Michael Mayer,Alvin Kamara,9482,4035,consensus,8.5,263.2,271.7,8.5,-8.5,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,Tez Johnson,Alvin Kamara,12485,4035,consensus,15.2,256.5,271.7,15.2,-15.2,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,Brashard Smith,Alvin Kamara,12455,4035,consensus,36.2,235.5,271.7,36.2,-36.2,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,Kendre Miller,Alvin Kamara,9757,4035,consensus,39.5,232.2,271.7,39.5,-39.5,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,Keenan Allen,Alvin Kamara,1479,4035,consensus,39.9,231.8,271.7,39.9,-39.9,0,,,0,
B,consensus,gdubs10,bsharp3,1x1,Phil Mafah,Alvin Kamara,12738,4035,consensus,45.7,226.0,271.7,45.7,-45.7,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Malik Nabers + Javonte Williams,Ja'Marr Chase,11632|7588,7564,consensus,127.1,8973.0,9100.1,127.1,-127.1,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Malik Nabers + Kyle Pitts,Ja'Marr Chase,11632|7553,7564,consensus,138.2,8963.7,9101.9,138.2,-138.2,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Malik Nabers + 2026 1.09,Ja'Marr Chase,11632|1312140920132497408_2026_1_9,7564,consensus,240.7,8877.6,9118.3,240.7,-240.7,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Malik Nabers + 2028 1st,Ja'Marr Chase,11632|1312140920132497408_2028_1_9,7564,consensus,240.7,8877.6,9118.3,240.7,-240.7,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Malik Nabers + Jordan Addison,Ja'Marr Chase,11632|9756,7564,consensus,719.7,8371.8,9091.5,719.7,-719.7,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Tyler Warren + Jaylen Waddle,Ja'Marr Chase,12518|7526,7564,consensus,1477.2,7516.4,8993.6,1477.2,-1477.2,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Tyler Warren + Tee Higgins,Ja'Marr Chase,12518|6801,7564,consensus,1590.9,7377.4,8968.3,1590.9,-1590.9,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Tyler Warren + Jameson Williams,Ja'Marr Chase,12518|8148,7564,consensus,2197.1,6610.4,8807.5,2197.1,-2197.1,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Tyler Warren + Javonte Williams,Ja'Marr Chase,12518|7588,7564,consensus,2501.5,6202.1,8703.6,2501.5,-2501.5,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Jaylen Waddle + Tee Higgins,Ja'Marr Chase,7526|6801,7564,consensus,2041.1,6770.8,8811.9,2041.1,-2041.1,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Tyler Warren + Malik Willis,Kenneth Walker,12518|8161,8151,consensus,76.2,4593.1,4669.3,76.2,-76.2,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Tyler Warren + Braelon Allen,Kenneth Walker,12518|11576,8151,consensus,240.4,4428.9,4669.3,240.4,-240.4,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Jaylen Waddle + Dak Prescott,Kenneth Walker,7526|3294,8151,consensus,70.2,4599.1,4669.3,70.2,-70.2,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Jaylen Waddle + Malik Willis,Kenneth Walker,7526|8161,8151,consensus,762.7,3906.6,4669.3,762.7,-762.7,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Jaylen Waddle + Braelon Allen,Kenneth Walker,7526|11576,8151,consensus,929.6,3739.7,4669.3,929.6,-929.6,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Tee Higgins + Dak Prescott,Kenneth Walker,6801|3294,8151,consensus,191.4,4477.9,4669.3,191.4,-191.4,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Tee Higgins + Malik Willis,Kenneth Walker,6801|8161,8151,consensus,887.0,3782.3,4669.3,887.0,-887.0,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Tee Higgins + Braelon Allen,Kenneth Walker,6801|11576,8151,consensus,1054.5,3614.8,4669.3,1054.5,-1054.5,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Jameson Williams + Jaxson Dart,Kenneth Walker,8148|12508,8151,consensus,395.3,4274.0,4669.3,395.3,-395.3,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Jameson Williams + Derrick Henry,Kenneth Walker,8148|3198,8151,consensus,413.9,4255.4,4669.3,413.9,-413.9,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Jameson Williams + Dak Prescott,Kenneth Walker,8148|3294,8151,consensus,870.3,3799.0,4669.3,870.3,-870.3,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Javonte Williams + Kyle Pitts,Kenneth Walker,7588|7553,8151,consensus,219.9,4449.4,4669.3,219.9,-219.9,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Javonte Williams + 2026 1.09,Kenneth Walker,7588|1312140920132497408_2026_1_9,8151,consensus,337.6,4331.7,4669.3,337.6,-337.6,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Javonte Williams + 2028 1st,Kenneth Walker,7588|1312140920132497408_2028_1_9,8151,consensus,337.6,4331.7,4669.3,337.6,-337.6,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Javonte Williams + Jaxson Dart,Kenneth Walker,7588|12508,8151,consensus,750.4,3918.9,4669.3,750.4,-750.4,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Javonte Williams + Derrick Henry,Kenneth Walker,7588|3198,8151,consensus,769.5,3899.8,4669.3,769.5,-769.5,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Javonte Williams + Jordan Addison,Kenneth Walker,7588|9756,8151,consensus,910.8,3758.5,4669.3,910.8,-910.8,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Javonte Williams + Dak Prescott,Kenneth Walker,7588|3294,8151,consensus,1238.4,3430.9,4669.3,1238.4,-1238.4,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Kyle Pitts + 2026 1.09,Kenneth Walker,7553|1312140920132497408_2026_1_9,8151,consensus,347.2,4322.1,4669.3,347.2,-347.2,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Kyle Pitts + 2028 1st,Kenneth Walker,7553|1312140920132497408_2028_1_9,8151,consensus,347.2,4322.1,4669.3,347.2,-347.2,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Kyle Pitts + Jaxson Dart,Kenneth Walker,7553|12508,8151,consensus,760.3,3909.0,4669.3,760.3,-760.3,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Kyle Pitts + Derrick Henry,Kenneth Walker,7553|3198,8151,consensus,779.4,3889.9,4669.3,779.4,-779.4,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Kyle Pitts + Jordan Addison,Kenneth Walker,7553|9756,8151,consensus,921.0,3748.3,4669.3,921.0,-921.0,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Kyle Pitts + Dak Prescott,Kenneth Walker,7553|3294,8151,consensus,1248.8,3420.5,4669.3,1248.8,-1248.8,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,2026 1.09 + 2028 1st,Kenneth Walker,1312140920132497408_2026_1_9|1312140920132497408_2028_1_9,8151,consensus,435.3,4234.0,4669.3,435.3,-435.3,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,2026 1.09 + Jaxson Dart,Kenneth Walker,1312140920132497408_2026_1_9|12508,8151,consensus,852.1,3817.2,4669.3,852.1,-852.1,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,2026 1.09 + Derrick Henry,Kenneth Walker,1312140920132497408_2026_1_9|3198,8151,consensus,871.4,3797.9,4669.3,871.4,-871.4,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,2026 1.09 + Jordan Addison,Kenneth Walker,1312140920132497408_2026_1_9|9756,8151,consensus,1014.1,3655.2,4669.3,1014.1,-1014.1,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,2028 1st + Jaxson Dart,Kenneth Walker,1312140920132497408_2028_1_9|12508,8151,consensus,852.1,3817.2,4669.3,852.1,-852.1,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,2028 1st + Derrick Henry,Kenneth Walker,1312140920132497408_2028_1_9|3198,8151,consensus,871.4,3797.9,4669.3,871.4,-871.4,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,2028 1st + Jordan Addison,Kenneth Walker,1312140920132497408_2028_1_9|9756,8151,consensus,1014.1,3655.2,4669.3,1014.1,-1014.1,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Tyler Warren + Braelon Allen,Breece Hall,12518|11576,8155,consensus,118.2,4428.9,4547.1,118.2,-118.2,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Jaylen Waddle + Malik Willis,Breece Hall,7526|8161,8155,consensus,640.5,3906.6,4547.1,640.5,-640.5,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Jaylen Waddle + Braelon Allen,Breece Hall,7526|11576,8155,consensus,807.4,3739.7,4547.1,807.4,-807.4,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Tee Higgins + Dak Prescott,Breece Hall,6801|3294,8155,consensus,69.2,4477.9,4547.1,69.2,-69.2,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Tee Higgins + Malik Willis,Breece Hall,6801|8161,8155,consensus,764.8,3782.3,4547.1,764.8,-764.8,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Tee Higgins + Braelon Allen,Breece Hall,6801|11576,8155,consensus,932.3,3614.8,4547.1,932.3,-932.3,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Jameson Williams + Jaxson Dart,Breece Hall,8148|12508,8155,consensus,273.1,4274.0,4547.1,273.1,-273.1,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Jameson Williams + Derrick Henry,Breece Hall,8148|3198,8155,consensus,291.7,4255.4,4547.1,291.7,-291.7,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Jameson Williams + Dak Prescott,Breece Hall,8148|3294,8155,consensus,748.1,3799.0,4547.1,748.1,-748.1,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Javonte Williams + Kyle Pitts,Breece Hall,7588|7553,8155,consensus,97.7,4449.4,4547.1,97.7,-97.7,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Javonte Williams + 2026 1.09,Breece Hall,7588|1312140920132497408_2026_1_9,8155,consensus,215.4,4331.7,4547.1,215.4,-215.4,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Javonte Williams + 2028 1st,Breece Hall,7588|1312140920132497408_2028_1_9,8155,consensus,215.4,4331.7,4547.1,215.4,-215.4,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Javonte Williams + Jaxson Dart,Breece Hall,7588|12508,8155,consensus,628.2,3918.9,4547.1,628.2,-628.2,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Javonte Williams + Derrick Henry,Breece Hall,7588|3198,8155,consensus,647.3,3899.8,4547.1,647.3,-647.3,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Javonte Williams + Jordan Addison,Breece Hall,7588|9756,8155,consensus,788.6,3758.5,4547.1,788.6,-788.6,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Javonte Williams + Dak Prescott,Breece Hall,7588|3294,8155,consensus,1116.2,3430.9,4547.1,1116.2,-1116.2,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Kyle Pitts + 2026 1.09,Breece Hall,7553|1312140920132497408_2026_1_9,8155,consensus,225.0,4322.1,4547.1,225.0,-225.0,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Kyle Pitts + 2028 1st,Breece Hall,7553|1312140920132497408_2028_1_9,8155,consensus,225.0,4322.1,4547.1,225.0,-225.0,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Kyle Pitts + Jaxson Dart,Breece Hall,7553|12508,8155,consensus,638.1,3909.0,4547.1,638.1,-638.1,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Kyle Pitts + Derrick Henry,Breece Hall,7553|3198,8155,consensus,657.2,3889.9,4547.1,657.2,-657.2,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Kyle Pitts + Jordan Addison,Breece Hall,7553|9756,8155,consensus,798.8,3748.3,4547.1,798.8,-798.8,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Kyle Pitts + Dak Prescott,Breece Hall,7553|3294,8155,consensus,1126.6,3420.5,4547.1,1126.6,-1126.6,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,2026 1.09 + 2028 1st,Breece Hall,1312140920132497408_2026_1_9|1312140920132497408_2028_1_9,8155,consensus,313.1,4234.0,4547.1,313.1,-313.1,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,2026 1.09 + Jaxson Dart,Breece Hall,1312140920132497408_2026_1_9|12508,8155,consensus,729.9,3817.2,4547.1,729.9,-729.9,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,2026 1.09 + Derrick Henry,Breece Hall,1312140920132497408_2026_1_9|3198,8155,consensus,749.2,3797.9,4547.1,749.2,-749.2,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,2026 1.09 + Jordan Addison,Breece Hall,1312140920132497408_2026_1_9|9756,8155,consensus,891.9,3655.2,4547.1,891.9,-891.9,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,2028 1st + Jaxson Dart,Breece Hall,1312140920132497408_2028_1_9|12508,8155,consensus,729.9,3817.2,4547.1,729.9,-729.9,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,2028 1st + Derrick Henry,Breece Hall,1312140920132497408_2028_1_9|3198,8155,consensus,749.2,3797.9,4547.1,749.2,-749.2,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,2028 1st + Jordan Addison,Breece Hall,1312140920132497408_2028_1_9|9756,8155,consensus,891.9,3655.2,4547.1,891.9,-891.9,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Jaxson Dart + Derrick Henry,Breece Hall,12508|3198,8155,consensus,1071.0,3476.1,4547.1,1071.0,-1071.0,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Jaylen Waddle + Malik Willis,DeVonta Smith,7526|8161,7525,consensus,429.6,3906.6,4336.2,429.6,-429.6,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Jaylen Waddle + Braelon Allen,DeVonta Smith,7526|11576,7525,consensus,596.5,3739.7,4336.2,596.5,-596.5,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Tee Higgins + Malik Willis,DeVonta Smith,6801|8161,7525,consensus,553.9,3782.3,4336.2,553.9,-553.9,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Tee Higgins + Braelon Allen,DeVonta Smith,6801|11576,7525,consensus,721.4,3614.8,4336.2,721.4,-721.4,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Jameson Williams + Jaxson Dart,DeVonta Smith,8148|12508,7525,consensus,62.2,4274.0,4336.2,62.2,-62.2,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Jameson Williams + Derrick Henry,DeVonta Smith,8148|3198,7525,consensus,80.8,4255.4,4336.2,80.8,-80.8,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Jameson Williams + Jordan Addison,DeVonta Smith,8148|9756,7525,consensus,218.3,4117.9,4336.2,218.3,-218.3,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Jameson Williams + Dak Prescott,DeVonta Smith,8148|3294,7525,consensus,537.2,3799.0,4336.2,537.2,-537.2,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Javonte Williams + 2026 1.09,DeVonta Smith,7588|1312140920132497408_2026_1_9,7525,consensus,4.5,4331.7,4336.2,4.5,-4.5,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Javonte Williams + 2028 1st,DeVonta Smith,7588|1312140920132497408_2028_1_9,7525,consensus,4.5,4331.7,4336.2,4.5,-4.5,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Javonte Williams + Jaxson Dart,DeVonta Smith,7588|12508,7525,consensus,417.3,3918.9,4336.2,417.3,-417.3,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Javonte Williams + Jordan Addison,DeVonta Smith,7588|9756,7525,consensus,577.7,3758.5,4336.2,577.7,-577.7,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Javonte Williams + Dak Prescott,DeVonta Smith,7588|3294,7525,consensus,905.3,3430.9,4336.2,905.3,-905.3,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Kyle Pitts + 2026 1.09,DeVonta Smith,7553|1312140920132497408_2026_1_9,7525,consensus,14.1,4322.1,4336.2,14.1,-14.1,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Kyle Pitts + 2028 1st,DeVonta Smith,7553|1312140920132497408_2028_1_9,7525,consensus,14.1,4322.1,4336.2,14.1,-14.1,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Kyle Pitts + Jaxson Dart,DeVonta Smith,7553|12508,7525,consensus,427.2,3909.0,4336.2,427.2,-427.2,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Kyle Pitts + Derrick Henry,DeVonta Smith,7553|3198,7525,consensus,446.3,3889.9,4336.2,446.3,-446.3,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Kyle Pitts + Jordan Addison,DeVonta Smith,7553|9756,7525,consensus,587.9,3748.3,4336.2,587.9,-587.9,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,Kyle Pitts + Dak Prescott,DeVonta Smith,7553|3294,7525,consensus,915.7,3420.5,4336.2,915.7,-915.7,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,2026 1.09 + 2028 1st,DeVonta Smith,1312140920132497408_2026_1_9|1312140920132497408_2028_1_9,7525,consensus,102.2,4234.0,4336.2,102.2,-102.2,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,2026 1.09 + Jaxson Dart,DeVonta Smith,1312140920132497408_2026_1_9|12508,7525,consensus,519.0,3817.2,4336.2,519.0,-519.0,0,,,0,
B,consensus,gdubs10,bsharp3,2x1,2026 1.09 + Derrick Henry,DeVonta Smith,1312140920132497408_2026_1_9|3198,7525,consensus,538.3,3797.9,4336.2,538.3,-538.3,0,,,0,
